title,link,summary,keywords
Effects of skeletal unloading on the bone marrow antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/,"TAK-754, an AAV8-based human FVIII gene therapy vector, increases FVIII activity and reduces blood loss in mice. It shows long-term and stable expression, minimal integration, and a good safety profile.",AAV8; human FVIII; gene therapy; hemophilia A; TAK-754; liver-specific promoter; plasma FVIII activity; hemostatic efficacy; toxicology; biodistribution; integration site analysis; C57BL/6J mice.
An Analysis of the Effects of Spaceflight and Vaccination on Antibody Repertoire Diversity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10996920/,Spaceflight reduces antibody repertoire diversity in bone marrow after vaccination.,antibody repertoire; diversity; spaceflight; vaccination; gene segment selection; gene segment trimming; splicing; nucleotides; CDR3; Shannon indices; bone marrow; spleen; microgravity.
Effects of spaceflight aboard the International Space Station on mouse estrous cycle and ovarian gene expression,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7954810/,"Spaceflight aboard the International Space Station affects ovarian steroid levels and estrous cycle in female mice, but does not significantly alter ovarian gene expression.",spaceflight; International Space Station; female mice; ovarian steroids; estrous cycle; gene expression; estradiol; progesterone
Effect of spaceflight on Pseudomonas aeruginosa final cell density is modulated by nutrient and oxygen availability.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4228280/,Spaceflight affects Pseudomonas aeruginosa final cell density based on phosphate and oxygen availability.,Pseudomonas aeruginosa; microgravity; phosphate; oxygen; bacterial growth; spaceflight; nutrient availability; carbon source; motility.
Spaceflight promotes biofilm formation by Pseudomonas aeruginosa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3639165/,"Spaceflight enhances Pseudomonas aeruginosa biofilm formation, leading to increased biomass and a novel column-and-canopy structure.",Pseudomonas aeruginosa; biofilms; spaceflight; microgravity; microbial communities; human-microbe interactions; space station; immune system; health and safety hazards; carbon source; phosphate concentrations; flagella-driven motility.
GeneLab: Omics database for spaceflight experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,"NASA GeneLab is a database for analyzing gene expression changes in organisms exposed to spaceflight. It includes a consensus pipeline for RNA-sequencing data analysis, resulting in the detection of differentially expressed genes.",NASA; GeneLab; omics; spaceflight; gene expression; RNA-sequencing; pipeline; database; transparency; reproducibility; reusability.
NASA GeneLab: Interfaces for the exploration of space omics data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7778922/,"NASA's GeneLab database collects, curates, and provides access to space-related omics data, enabling systems biology exploration and supporting precision risk management for human spaceflight.",NASA; GeneLab; database; omics; space; human spaceflight; systems biology; precision risk management
Comprehensive multi-omics analysis reveals mitochondrial stress as a central biological hub for spaceflight impact,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7870178/,"Spaceflight causes mitochondrial stress, affecting multiple biological systems.",spaceflight; mitochondrial stress; multi-omics; transcriptomic; proteomic; metabolomic; epigenetic; innate immunity; chronic inflammation; cell cycle; circadian rhythm; olfactory functions.
NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,"NASA GeneLab developed a standardized pipeline for analyzing RNA-seq data from spaceflight experiments, promoting transparency, reproducibility, and reusability.",NASA GeneLab; RNA-seq; spaceflight; pipeline; transparency; reproducibility; reusability; data analysis; gene expression; astronauts; organisms.
NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,"NASA GeneLab developed a standardized pipeline for analyzing RNA-seq data from spaceflight experiments, promoting transparency, reproducibility, and reusability.",NASA GeneLab; RNA-seq; spaceflight; pipeline; transparency; reproducibility; reusability; data analysis; gene expression; astronauts; organisms.
Spatially resolved multiomics on the neuronal effects induced by spaceflight in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166911/,"Spaceflight significantly impacts the central nervous system in female mice, affecting neurogenesis, synaptogenesis, and synaptic transmission in the cortex, hippocampus, striatum, and neuroendocrine structures. Astrocyte activation and immune dysfunction are also observed, with some changes resembling neurodegenerative disorders due to oxidative stress and protein misfolding.",central nervous system; spaceflight; neurogenesis; synaptogenesis; synaptic transmission; cortex; hippocampus; striatum; neuroendocrine structures; astrocytes; immune dysfunction; neurodegenerative disorders; oxidative stress; protein misfolding
Biological horizons: pioneering open science in the cosmos,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167097/,Spaceflight affects astronauts' vision.,spaceflight; astronauts; vision; visual impairments
Inspiration4 data access through the NASA Open Science Data Repository,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,"The NASA Open Science Data Repository provides access to extensive data from the SpaceX Inspiration4 mission, enabling comprehensive research on space-induced biological responses and facilitating health risk mitigation.",NASA Open Science Data Repository; SpaceX Inspiration4; biological responses; health risk mitigation; data access; omics; clinical assays; artificial intelligence; machine learning; space travel; human physiology.
Inspiration4 data access through the NASA Open Science Data Repository,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,"The NASA Open Science Data Repository provides access to extensive data from the SpaceX Inspiration4 mission, enabling comprehensive research on space-induced biological responses and facilitating health risk mitigation.",NASA Open Science Data Repository; SpaceX Inspiration4; biological responses; health risk mitigation; data access; omics; clinical assays; artificial intelligence; machine learning; space travel; human physiology.
NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,"NASA GeneLab data reveals significant gene expression changes in mice and humans under microgravity conditions, affecting multiple systems.",NASA GeneLab; microgravity; gene expression; humans; mice; musculoskeletal system; cardiovascular system; immune system; central nervous system.
Dichotomous effects on lymphatic transport with loss of caveolae in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8513672/,Loss of caveolae in mice leads to increased macromolecule transport across lymphatics but reduced phasic contractility and overall lymphatic transport function.,caveolae; lymphatic transport; mice; macromolecules; phasic contractility
Fungal diversity differences in the indoor dust microbiome from built environments on Earth and in space.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11126634/,"Dust fungal communities in Earth-based homes and the ISS differ significantly, with Earth-based homes being more diverse. Exposure to varying moisture conditions affects fungal community composition.",fungal diversity; indoor microbiome; Earth-based homes; ISS; moisture conditions; spacecraft design; crew health; planetary protection.
Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11386075/,Moisture conditions in spacecraft significantly impact fungal growth and diversity.,moisture; fungal growth; spacecraft; microbiome; astronaut health; space travel; microgravity; planetary protection.
Aging and estrogen status: A possible endothelium-dependent vascular coupling mechanism in bone remodeling.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3502426/,"This study investigates the relationship between bone loss during aging and menopause, and vascular endothelial dysfunction. In young rats, both bone volume and endothelium-dependent vasodilation decrease with ovariectomy but are restored with estrogen replacement. In old rats, vasodilation is unaffected by ovariectomy but enhanced with estrogen replacement, and bone volume modifications follow the same pattern. A correlation between endothelium-dependent vasodilation and bone volume is observed in old rats with low endogenous estrogen levels.",aging; bone loss; estrogen; menopause; vascular endothelial dysfunction; bone remodeling; rats; ovariectomy; bone volume; endothelium-dependent vasodilation.
Chronic skeletal unloading of the rat femur: mechanisms and functional consequences of vascular remodeling.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3856860/,Chronic skeletal unloading reduces bone blood flow and increases vascular resistance due to vascular remodeling in rats.,chronic skeletal unloading; bone blood flow; vascular resistance; vascular remodeling; rats; bone perfusion; arterial shear stress; circumferential wall stress.
Exercise training augments regional bone and marrow blood flow during exercise.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4169763/,Exercise training enhances bone and marrow blood flow during physical activity.,exercise training; bone; marrow; blood flow; rats; physical activity
Type 2 diabetes alters bone and marrow blood flow and vascular control mechanisms in the ZDF rat.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4379453/,"Type 2 diabetes (T2DM) in ZDF rats leads to impaired bone circulation, affecting bone health. Long-term T2DM reduces endothelium-dependent and -independent vasodilation, enhances vasoconstriction, and lowers bone and marrow perfusion.",type 2 diabetes; ZDF rat; bone circulation; vasodilation; vasoconstriction; bone health; endothelium; diabetes; vascular control mechanisms.
Apollo Lunar Astronauts Show Higher Cardiovascular Disease Mortality: Possible Deep Space Radiation Effects on the Vascular Endothelium,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4964660/,Apollo lunar astronauts have a significantly higher risk of cardiovascular disease mortality due to deep space radiation exposure.,astronauts; cardiovascular disease; deep space radiation; health; lunar missions; Mars; mortality; radiation environment; vascular endothelium; weightlessness.
